Year,Employment,Labor Force,Unemployment,Unemployment Rate,Area,Type
1948.0,58358.083333333336,60634.5,2276.4166666666665,3.75,United States,Nation
1949.0,57682.583333333336,61394.75,3712.1666666666665,6.05,United States,Nation
1950.0,58891.666666666664,62121.666666666664,3230.0,5.208333333333333,United States,Nation
1951.0,59966.75,62016.666666666664,2049.9166666666665,3.283333333333333,United States,Nation
1952.0,60272.416666666664,62152.666666666664,1880.25,3.025,United States,Nation
1953.0,61206.25,63056.0,1849.75,2.9250000000000003,United States,Nation
1954.0,60106.583333333336,63672.083333333336,3565.5,5.591666666666666,United States,Nation
1955.0,62130.5,64964.333333333336,2833.8333333333335,4.366666666666666,United States,Nation
1956.0,63792.416666666664,66537.33333333333,2744.9166666666665,4.125,United States,Nation
1957.0,64064.833333333336,66942.25,2877.4166666666665,4.3,United States,Nation
1958.0,63043.0,67670.08333333333,4627.083333333333,6.841666666666666,United States,Nation
1959.0,64628.5,68359.33333333333,3730.8333333333335,5.45,United States,Nation
1960.0,65784.5,69658.66666666667,3874.1666666666665,5.541666666666667,United States,Nation
1961.0,65744.25,70449.91666666667,4705.666666666667,6.691666666666666,United States,Nation
1962.0,66701.66666666667,70619.41666666667,3917.75,5.566666666666666,United States,Nation
1963.0,67759.5,71812.16666666667,4052.6666666666665,5.641666666666667,United States,Nation
1964.0,69301.41666666667,73077.25,3775.8333333333335,5.158333333333333,United States,Nation
1965.0,71070.33333333333,74424.0,3353.6666666666665,4.508333333333334,United States,Nation
1966.0,72878.0,75744.58333333333,2866.5833333333335,3.7916666666666665,United States,Nation
1967.0,74375.83333333333,77347.66666666667,2971.8333333333335,3.841666666666667,United States,Nation
1968.0,75913.0,78710.41666666667,2797.4166666666665,3.5583333333333336,United States,Nation
1969.0,77874.91666666667,80705.08333333333,2830.1666666666665,3.4916666666666667,United States,Nation
